Title,Job Link,Job ID,Job Category ID,Company Name,Promotion Text,Location,Experience Required,Deadline,Vacancy,Age,Salary,Published,Additional Requirements,Education,Remuneration Package,Employment Status,Gender
Chief Human Resources Officer (CHRO),https://jobs.bdjobs.com/jobdetails/?id=1389330&fcatId=2&ln=1,1389330,2,NRBC Bank PLC,,Dhaka,At least 15 year(s),8 Aug2025,1,At most 55 years,N/A,24 Jul 2025,"Age At most 55 years; Age Limit:Maximum 55 years as on 31.07.2025; Strong business acumen, strategic thinking, and problem-solving skills.; Experience in leading HR, Technology implementations and & data analytics initiatives.; Strong analytical and financial acumen, with experience in developing and managing HR budgets.; Demonstrated experience in creating and executing HR strategies that align with bank`s goals and objectives.; Excellent interpersonal, communication, and relationship-building skills with a track record of building and leading successful HR teams.; Strong leadership and team management abilities to partner with senior leaders and drive workforce planning and talent acquisition initiatives.; Minimum 15 years of experience in human resources leadership roles, including at least 5 years in a senior leader/executive position in any Banks or Financial Institutions.; Proven ability to design and implement innovative HR programs and initiatives that drive employee engagement, performance and retention.; Excellent knowledge of HR policies, procedures, and best practices including employment/labor laws and understanding of relevant regulations like Bank Company Act, and regulatory compliance etc.",Masters; Master of Business Administration (MBA); Post Graduate/Master`s Degree (preferably in HRM) in any disciplines from reputed public university or UGC-approved/recognized private university preferably MBA/or any other professional degree holder.; No 3rd Division/class in any academic record is allowed.,Financial Benefits:Negotiable/Competitive package based on qualifications and experience.,Full Time,N/A
Lead Software Engineer,https://jobs.bdjobs.com/jobdetails/?id=1389299&fcatId=2&ln=1,1389299,2,IPDC Finance PLC,"The Lead Software Engineer will provide mentorship and guidance to junior engineers, as well as contribute to the design, development and implementation of new software products and features.",Dhaka,10 to 15 year(s),23 Aug2025,1,N/A,Negotiable,24 Jul 2025,N/A,Bachelor of Science (BSc) in Computer Science & Engineering; Master of Science (MSc) in Computer Science & Engineering,"Insurance,Gratuity,Provident fund,Performance bonus,Weekly 2 holidays; Festival Bonus: 2",Full Time,N/A
Communication Specialist - Financial Product & Service,https://jobs.bdjobs.com/jobdetails/?id=1389195&fcatId=2&ln=1,1389195,2,iFarmer Limited,"We`re looking for aCommunication Specialistto coordinate agri-financial initiatives with banks and internal teams, ensuring smooth rollout, clear communication, and effective collaboration across stakeholders.",GULSHAN 2,1 to 3 year(s),23 Aug2025,--,N/A,Tk. 40000 - 50000 (Monthly),24 Jul 2025,Minimum1-3 years of experienceworking with external stakeholders.; Proficient indata analysiswithexpertise in Exceland other analytical tools.; Strong understanding of the financial services industry.; Excellent communication and interpersonal skills.; Stronganalytical and problem-solvingabilities.; Ability to quickly learn and adapt in a fast-paced and dynamic environment.,"Bachelor of Business Administration (BBA) in Marketing; Bachelor's degree in a business, marketing, or communications-related field.","Weekly 2 holidays,Insurance,Medical allowance; Salary Review: Yearly; Festival Bonus: 2",Full Time,N/A
Relationship Executive,https://jobs.bdjobs.com/jobdetails/?id=1389121&fcatId=2&ln=1,1389121,2,Mhadi Support Services Limited,,Anywhere in Bangladesh,Na,23 Aug2025,--,26 to 32 years,Tk. 24000 (Monthly),24 Jul 2025,"Age 26 to 32 years; Smart, polite and energetic; Clear voice, without local dialect; Well-groomed, pleasant, and friendly personality.; Proactive and good at maintaining contacts and networking.; Matured, composed, and patient.; Team player and self-motivated; This position is only for Male (fresher and experienced) candidates.",Masters,"T/A,Mobile bill,Tour allowance,Medical allowance,Performance bonus,Provident fund,Weekly 2 holidays,Insurance,Gratuity; Festival Bonus: 2",Full Time,Only Male
"Priority Relationship Manager, Deposit",https://jobs.bdjobs.com/jobdetails/?id=1389084&fcatId=2&ln=1,1389084,2,IPDC Finance PLC,,Dhaka,At least 3 year(s),23 Aug2025,--,N/A,Negotiable,24 Jul 2025,Target driven HNW segment relationship; Team Player; Sound Interpersonal skills; Negotiation skill; Good communication skills both oral and written in English and Bangla Sound knowledge on MS Office.,Bachelor degree in any discipline,,Full Time,N/A
Senior Executive - Commercial & Banking Department,https://jobs.bdjobs.com/jobdetails/?id=1388613&fcatId=2&ln=1,1388613,2,AB Constructions Limited,N/A,Baridhara,3 to 4 year(s),15 Aug2025,1,N/A,Negotiable,24 Jul 2025,"3 to 4 years of relevant experience in commercial and banking functions, preferably in a construction, manufacturing or export-import-based organization.; In-depth knowledge of L/C, UCP 600, customs rules, foreign exchange regulations, BG/PG handling, and tender procedures.; Strong interpersonal, coordination, and negotiation skills.; Proficient in MS Office (especially Excel) and professional email communication.; Able to work independently, manage multiple tasks, and meet deadlines.","Master of Commerce (MCom) in Finance; Master of Commerce (MCom) in Accounting; Bachelor of Commerce (BCom) in Finance; Bachelor of Commerce (BCom) in Accounting; Bachelor’s/Master’s in Finance, Accounting, International Business, or a related discipline from a reputed university.; Professional training or certifications related to Commercial Operations or Banking will be an added advantage.","Mobile bill,Tour allowance; Salary Review: Yearly; Festival Bonus; Other benefits as per company policy",Full Time,N/A
"Assistant Manager / Deputy Manager, Establishment Department",https://jobs.bdjobs.com/jobdetails/?id=1388862&fcatId=2&ln=1,1388862,2,South Asia Insurance Company Limited,N/A,Dhaka,At least 5 year(s),10 Aug2025,1,N/A,Negotiable,24 Jul 2025,"Educational qualification may be relax on highly experienced candidates.; Minimum 05 (Five) years experiences at same or similar position in any non-life insurance company of Bangladesh.; The applicants should have practical experience in the following area(s):Head office Establishment related works.Branches office Establishment related works.Motor car & Pool related works.Printing & Stationery related works.; Head office Establishment related works.; Branches office Establishment related works.; Motor car & Pool related works.; Printing & Stationery related works.; Should be Honest, Proactive, & Straight forward.; Knowledge on Insurance Act., Rule, IDRA Circulars & Other relevant laws of Bangladesh.; Excellent interpersonal and communication skills.; Ability to understand the functions of Judge Court & High Court.; Excellent proficiency in MS Excel & Word, Internet Browsing & email correspondences.; Ability to work under pressure and for extended hours.; Ability to manage multiple tasks simultaneously and meet deadline.",Bachelor/Honors; Masters; Graduate / Post graduate from any reputed university.,As per Company Policy.,Full Time,N/A
"Senior Officer/Executive, -Secretarial & Share Compliance",https://jobs.bdjobs.com/jobdetails/?id=1388869&fcatId=2&ln=1,1388869,2,South Asia Insurance Company Limited,N/A,Dhaka,At least 10 year(s),10 Aug2025,1,35 to 50 years,Negotiable,24 Jul 2025,"Age 35 to 50 years; Educational qualification may be relax on highly experienced candidates; Minimum 10 (Ten) years experiences at same or similar position in any public company listed on DSE & CSE; The applicants should have experience on IPO, RPO and Right Offer; Basic Knowledge about the Judge court and High Court activities/functions; Should be Honest, Proactive, & Straight forward.; Knowledge on Insurance Act, Companies Act, Securities Laws & others relevant laws; Excellent interpersonal and communication skills.; Strong legal drafting, legal documentation and compliance skills.; Ability to understand the functions of Judge Court & High Court.; Proficiency in MS Office, Internet Browsing & email correspondences.; Ability to work under pressure and for extended hours.; Detail oriented and able to understand & follow instructions in right perspective.",Bachelor/Honors; Masters; Graduate / Post graduate from any reputed university.,"Provident fund,Weekly 2 holidays,Insurance,Gratuity; Festival Bonus: 2",Full Time,N/A
Manager - Marketing and Promotion Team (Bancassurance) (PO-FAVP),https://jobs.bdjobs.com/jobdetails/?id=1388914&fcatId=2&ln=1,1388914,2,Trust Bank Ltd.,,Anywhere in Bangladesh,At least 5 year(s),10 Aug2025,--,At most 42 years,N/A,23 Jul 2025,"Age At most 42 years; Strong knowledge of digital and traditional marketing channels.; Excellent project management and organizational skills.; Proficient in marketing tools like Google Analytics, email marketing platforms.; Creative mindset with analytical ability.; Strong communication, leadership, and interpersonal skills.",Masters,N/A,Full Time,N/A
Sr. Relationship Executive/ Relationship Executive,https://jobs.bdjobs.com/jobdetails/?id=1388832&fcatId=2&ln=1,1388832,2,A Reputed Private Commercial Bank,,Dhaka,1 to 5 year(s),10 Aug2025,--,24 to 32 years,Tk. 24000 - 27000 (Monthly),23 Jul 2025,Age 24 to 32 years,Bachelor/Honors,"Mobile bill, Incentive, Weekly 2 holidays.; Festival Bonus: 2",Contractual,N/A
Manager - Product and Business Development (Bancassurance) (PO-SPO),https://jobs.bdjobs.com/jobdetails/?id=1388681&fcatId=2&ln=1,1388681,2,Trust Bank Ltd.,,Anywhere in Bangladesh,At least 5 year(s),10 Aug2025,--,At most 42 years,N/A,23 Jul 2025,"Age At most 42 years; Strong understanding of life/general/health insurance products.; Strategic thinking and data-driven decision-making.; Excellent interpersonal and stakeholder management skills.; Knowledge of banking processes, compliance, and regulatory framework.; Proficiency in MS Excel, PowerPoint, CRM systems.",Masters,N/A,Full Time,N/A
MD`s Coordinator,https://jobs.bdjobs.com/jobdetails/?id=1388650&fcatId=2&ln=1,1388650,2,Green Delta Insurance Company Limited,N/A,Mohakhali,2 to 4 year(s),22 Aug2025,--,N/A,Negotiable,23 Jul 2025,N/A,Bachelor/Honors,N/A,Full Time,N/A
Executive / Sr. Executive- Vat & Tax,https://jobs.bdjobs.com/jobdetails/?id=1388455&fcatId=2&ln=1,1388455,2,Kazal Brothers Limited,N/A,Dhaka,At least 3 year(s),10 Aug2025,4,25 to 35 years,Negotiable,22 Jul 2025,"Age 25 to 35 years; Proficiency in MS Office (Word, Excel, PowerPoint).; ERP software.; Ability to work independently, manages time effectively, and meets tight deadlines.","Master of Business Administration (MBA) in Accounting & Information System; Master of Business Administration (MBA) in Accounting & Information System.; Master`s degree in Accounting, Finance, Commerce, or a related field.",Salary Review: Yearly; Festival Bonus: 2; As per company policy.,Full Time,N/A
Head of Sales & Sales Team- Bancassurance (SPO-FAVP),https://jobs.bdjobs.com/jobdetails/?id=1388381&fcatId=2&ln=1,1388381,2,Trust Bank Ltd.,,Anywhere in Bangladesh,At least 5 year(s),10 Aug2025,--,At most 42 years,N/A,22 Jul 2025,"Age At most 42 years; Strong leadership and people management skills.; Deep understanding of bancassurance products, insurance regulations, and market dynamics.; Excellent communication, negotiation, and interpersonal skills.; Strategic thinking and problem-solving abilities.; Data-driven decision-making and proficiency with CRM and sales analytics tools.",Masters,N/A,Full Time,N/A
